Date,Island,Latitude,Longitude,Set,Depth (fa),Carapace Length (in),Sex
3/11/18,Oahu,21°29.485 ,158°14.559 ,5,30,3.4,f
3/11/18,Oahu,21°29.485 ,158°14.559 ,5,30,3.1,m
3/11/18,Oahu,21°29.485 ,158°14.559 ,5,30,2.9,f
3/11/18,Oahu,21°29.485 ,158°14.559 ,5,30,4,m
3/11/18,Oahu,21°29.485 ,158°14.559 ,5,30,3.6,f
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.25,f
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.7,m
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,4,m
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,4.4,m
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.65,m
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.4,f
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,4.1,f
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.65,f
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.9,m
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,2.75,m
3/11/18,Oahu,21°29.687 ,158°14.558 ,6,30,3.4,f
3/11/18,Oahu,21°29.890 ,158°14.585 ,7,36,3.6,m
3/11/18,Oahu,21°29.890 ,158°14.585 ,7,36,3.3,f
3/11/18,Oahu,21°29.854 ,158°14.572 ,9,30,3.8,m
3/11/18,Oahu,21°29.854 ,158°14.572 ,9,30,4.45,f
3/24/18,Big Island,19°48.101 ,156°01.903 ,1,18,4.7,f
3/24/18,Big Island,19°48.101 ,156°01.903 ,1,18,3.8,m
3/24/18,Big Island,19°48.101 ,156°01.903 ,1,18,4.1,f
3/24/18,Big Island,19°48.101 ,156°01.903 ,1,18,3.7,f
3/24/18,Big Island,19°48.224 ,156°01.766 ,2,18,3.35,f
3/24/18,Big Island,19°48.224 ,156°01.766 ,2,18,3.4,f
3/24/18,Big Island,19°48.224 ,156°01.766 ,2,18,3,f
3/24/18,Big Island,19°48.224 ,156°01.766 ,2,18,3.8,f
3/24/18,Big Island,19°48.224 ,156°01.766 ,2,18,3,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,2.9,m
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,2.8,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.9,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,2.6,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.6,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.2,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,,u
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.1,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,,u
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,4.3,m
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.5,m
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.2,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,4.8,m
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,4.3,m
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,5.6,m
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,2.8,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.3,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3.2,f
3/24/18,Big Island,19°48.219 ,156°01.802 ,3,19,3,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,2.8,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.2,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.2,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.2,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,4,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.3,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,2.9,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.2,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,4.1,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.2,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.7,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.6,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.5,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,4.1,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3.7,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,4,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,,u
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,4,f
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,4.1,m
3/24/18,Big Island,19°48.305 ,156°01.664 ,4,18,3,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.2,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.6,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.2,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.5,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.05,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.2,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.3,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.4,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.8,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.6,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.3,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.6,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.6,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.4,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,,u
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.2,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.1,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.5,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.3,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.3,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.1,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.6,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,4.1,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.9,m
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.5,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.3,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.3,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.1,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.5,f
3/24/18,Big Island,19°48.342 ,156°01.588 ,5,18,3.1,f
3/24/18,Big Island,19°48.195 ,156°01.816 ,6,18,3.4,f
3/24/18,Big Island,19°48.435 ,156°01.425 ,7,18,3.3,f
3/24/18,Big Island,19°48.435 ,156°01.425 ,7,18,3.8,f
3/24/18,Big Island,19°48.435 ,156°01.425 ,7,18,4.2,f
3/24/18,Big Island,19°48.435 ,156°01.425 ,7,18,,u
3/24/18,Big Island,19°48.435 ,156°01.425 ,7,18,4.1,m
3/24/18,Big Island,19°48.500 ,156°01.331 ,8,18,5.05,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.5,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,4,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.6,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.5,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,4.3,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.3,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.6,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.7,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.4,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,4,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.6,m
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.5,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.8,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.9,f
3/24/18,Big Island,19°47.839 ,156°02.303 ,9,19,3.3,f
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,3.8,f
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,3.9,f
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,4.1,m
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,4,f
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,3.75,f
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,3.3,m
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,4,f
3/24/18,Big Island,19°47.884 ,156°02.247 ,10,18,3.65,f
3/24/18,Big Island,19°47.918 ,156°02.165 ,11,18,,
3/24/18,Big Island,19°47.989 ,156°02.108 ,12,18,4,f
3/24/18,Big Island,19°47.989 ,156°02.108 ,12,18,3.7,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,4.9,m
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,4.1,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.8,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,4.55,m
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.45,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,2.75,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.8,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.45,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.5,m
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,4.5,m
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,4.8,m
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.5,f
3/24/18,Big Island,19°48.085 ,156°02.145 ,13,22,3.4,m
3/24/18,Big Island,19°48.142 ,156°02.117 ,14,24,1.55,m
3/24/18,Big Island,19°48.142 ,156°02.117 ,14,24,1.3,m
3/24/18,Big Island,19°48.142 ,156°02.117 ,14,24,2.25,F
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,2.8,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.4,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.2,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3,m
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,2.4,m
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,2.6,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.6,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,2.9,m
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.35,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.3,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.8,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.5,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.1,m
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.35,f
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.45,m
3/24/18,Big Island,19°47.987 ,156°02.160 ,15,24,3.4,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,2.7,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.6,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.55,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.75,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.4,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,2.8,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.3,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.2,f
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,,u
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,,u
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,4.35,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,4.95,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,,u
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.1,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,3.5,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,5,m
3/24/18,Big Island,19°48.047 ,156°01.986 ,16,19,4.3,m
3/28/18,Oahu,21°16.804 ,157°39.720 ,1,15,4.54,f
3/28/18,Oahu,21°16.730 ,157°39.686 ,2,18,2.86,f
3/28/18,Oahu,21°16.730 ,157°39.686 ,2,18,3.7,f
3/28/18,Oahu,21°16.730 ,157°39.686 ,2,18,3.72,f
3/28/18,Oahu,21°16.696 ,157°39.662 ,3,19,,
3/28/18,Oahu,21°16.735 ,157°39.765 ,4,17,,
3/28/18,Oahu,21°16.664 ,157°39.729 ,5,19,,
3/28/18,Oahu,21°16.837 ,157°39.849 ,6,14.5,3.1,m
3/28/18,Oahu,21°16.837 ,157°39.849 ,6,14.5,3.7,m
3/28/18,Oahu,21°16.560 ,157°39.800 ,7,19,,
3/28/18,Oahu,21°16.580 ,157°40.716 ,8,14.3,3.25,f
3/28/18,Oahu,21°16.580 ,157°40.716 ,8,14.3,3.05,f
3/28/18,Oahu,21°16.580 ,157°40.716 ,8,14.3,4.3,f
3/28/18,Oahu,21°16.580 ,157°40.716 ,8,14.3,3.05,m
3/28/18,Oahu,21°16.580 ,157°40.716 ,8,14.3,2.9,f
3/28/18,Oahu,21°16.580 ,157°40.716 ,8,14.3,2.4,m
3/28/18,Oahu,21°16.523 ,157°40.703 ,9,15.4,4.36,f
3/28/18,Oahu,21°16.523 ,157°40.703 ,9,15.4,5.53,m
3/28/18,Oahu,21°16.523 ,157°40.703 ,9,15.4,4.12,f
3/28/18,Oahu,21°16.463 ,157°40.691 ,10,17.6,3.89,f
3/28/18,Oahu,21°16.463 ,157°40.691 ,10,17.6,3.81,f
3/28/18,Oahu,21°16.463 ,157°40.691 ,10,17.6,3.68,m
3/28/18,Oahu,21°16.463 ,157°40.691 ,10,17.6,3.4,f
3/28/18,Oahu,21°16.463 ,157°40.691 ,10,17.6,4,m
3/28/18,Oahu,21°16.573 ,157°40.810 ,11,14.5,3.96,f
3/28/18,Oahu,21°16.573 ,157°40.810 ,11,14.5,4.18,f
3/28/18,Oahu,21°16.573 ,157°40.810 ,11,14.5,4.25,f
3/28/18,Oahu,21°16.573 ,157°40.810 ,11,14.5,3.72,m
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,3.4,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,4,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,4.57,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,4.39,m
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,3.9,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,4.1,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,3.9,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,4.25,f
3/28/18,Oahu,21°16.472 ,157°40.806 ,12,15.4,4.8,f
3/28/18,Oahu,21°16.475 ,157°40.785 ,13,15.9,,
3/28/18,Oahu,21°16.332 ,157°40.867 ,14,14,,
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,4.2,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,4.22,f
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,4.64,f
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,4.02,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,2.98,f
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.5,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.15,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.4,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.51,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.21,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.45,m
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,3.1,f
4/8/18,Oahu,21°26.416 ,158°11.960 ,1,15,4.7,m
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,3.59,m
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,3.8,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,3.63,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.26,m
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,3.35,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.16,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.23,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,3.6,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,3.78,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,1.68,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.19,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.5,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.15,m
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,1.66,f
4/8/18,Oahu,21°25.382 ,158°11.620 ,2,26.67,4.65,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4.35,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.4,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4.15,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,2.9,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.43,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.35,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.8,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4.2,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.6,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.85,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4.8,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.5,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.7,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,2.8,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.7,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.7,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.33,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,2.85,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4.7,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,4.1,m
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,3.35,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,2.4,f
4/8/18,Oahu,21°25.389 ,158°11.630 ,3,26.67,1.2,u
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.4,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.95,m
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.85,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.4,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,4.8,m
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.55,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.9,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.33,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.4,f
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,5,m
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,4.35,m
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.66,m
4/8/18,Oahu,21°25.313 ,158°11.971 ,4,26.67,3.5,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.28,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.5,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.65,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.8,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.94,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.05,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.95,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.23,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.44,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.27,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.1,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.04,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.01,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.41,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.11,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.88,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.28,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.7,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.03,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.55,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.75,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.57,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.5,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.8,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.12,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.55,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,2.81,f
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.6,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.6,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,4.79,m
4/26/18,Oahu,21°26.520 ,158°11.733 ,1,6.7,3.24,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.37,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.62,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,2.89,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.25,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.81,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.05,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.5,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.3,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.78,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.17,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.22,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.94,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.62,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.68,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,0.96,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.71,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.74,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.91,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.9,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.98,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.35,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.74,f
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,3.54,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.35,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.24,m
4/26/18,Oahu,21°26.996 ,158°12.071 ,2,6.7,4.1,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,0.92,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,4.25,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,5.13,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.86,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.19,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.62,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.25,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,4.3,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,2.8,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.05,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.24,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.8,f
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.54,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,4.4,m
4/26/18,Oahu,21°26.386 ,158°11.954 ,3,6.7,3.42,f
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,3.41,m
4/30/18,Oahu,21°26.560 ,158°11.841 ,1,13.3,4.5,m
